Tranche d'âge,quartiers,population_count,arrondissements,secteur
25-39 ans,PALAIS DE JUSTICE,1259,6ÈME ARRONDISSEMENT,4EME SECTEUR
40-54 ans,PALAIS DE JUSTICE,906,6ÈME ARRONDISSEMENT,4EME SECTEUR
55-64 ans,PALAIS DE JUSTICE,511,6ÈME ARRONDISSEMENT,4EME SECTEUR
65-79 ans,PALAIS DE JUSTICE,697,6ÈME ARRONDISSEMENT,4EME SECTEUR
80 ans ou plus,PALAIS DE JUSTICE,307,6ÈME ARRONDISSEMENT,4EME SECTEUR
0-2 ans,LA PRÉFECTURE,73,6ÈME ARRONDISSEMENT,4EME SECTEUR
3-5 ans,LA PRÉFECTURE,65,6ÈME ARRONDISSEMENT,4EME SECTEUR
6-10 ans,LA PRÉFECTURE,94,6ÈME ARRONDISSEMENT,4EME SECTEUR
11-17 ans,LA PRÉFECTURE,205,6ÈME ARRONDISSEMENT,4EME SECTEUR
18-24 ans,LA PRÉFECTURE,441,6ÈME ARRONDISSEMENT,4EME SECTEUR
25-39 ans,LA PRÉFECTURE,827,6ÈME ARRONDISSEMENT,4EME SECTEUR
40-54 ans,LA PRÉFECTURE,562,6ÈME ARRONDISSEMENT,4EME SECTEUR
55-64 ans,LA PRÉFECTURE,337,6ÈME ARRONDISSEMENT,4EME SECTEUR
65-79 ans,LA PRÉFECTURE,355,6ÈME ARRONDISSEMENT,4EME SECTEUR
80 ans ou plus,LA PRÉFECTURE,107,6ÈME ARRONDISSEMENT,4EME SECTEUR
0-2 ans,VAUBAN,276,6ÈME ARRONDISSEMENT,4EME SECTEUR
3-5 ans,VAUBAN,247,6ÈME ARRONDISSEMENT,4EME SECTEUR
6-10 ans,VAUBAN,433,6ÈME ARRONDISSEMENT,4EME SECTEUR
11-17 ans,VAUBAN,578,6ÈME ARRONDISSEMENT,4EME SECTEUR
18-24 ans,VAUBAN,898,6ÈME ARRONDISSEMENT,4EME SECTEUR
25-39 ans,VAUBAN,2258,6ÈME ARRONDISSEMENT,4EME SECTEUR
40-54 ans,VAUBAN,1732,6ÈME ARRONDISSEMENT,4EME SECTEUR
55-64 ans,VAUBAN,1060,6ÈME ARRONDISSEMENT,4EME SECTEUR
65-79 ans,VAUBAN,1215,6ÈME ARRONDISSEMENT,4EME SECTEUR
80 ans ou plus,VAUBAN,580,6ÈME ARRONDISSEMENT,4EME SECTEUR
0-2 ans,BOMPARD,118,7ÈME ARRONDISSEMENT,1ER SECTEUR
3-5 ans,BOMPARD,87,7ÈME ARRONDISSEMENT,1ER SECTEUR
6-10 ans,BOMPARD,199,7ÈME ARRONDISSEMENT,1ER SECTEUR
11-17 ans,BOMPARD,293,7ÈME ARRONDISSEMENT,1ER SECTEUR
18-24 ans,BOMPARD,155,7ÈME ARRONDISSEMENT,1ER SECTEUR
25-39 ans,BOMPARD,609,7ÈME ARRONDISSEMENT,1ER SECTEUR
40-54 ans,BOMPARD,942,7ÈME ARRONDISSEMENT,1ER SECTEUR
55-64 ans,BOMPARD,553,7ÈME ARRONDISSEMENT,1ER SECTEUR
65-79 ans,BOMPARD,775,7ÈME ARRONDISSEMENT,1ER SECTEUR
80 ans ou plus,BOMPARD,322,7ÈME ARRONDISSEMENT,1ER SECTEUR
0-2 ans,ENDOUME,143,7ÈME ARRONDISSEMENT,1ER SECTEUR
3-5 ans,ENDOUME,101,7ÈME ARRONDISSEMENT,1ER SECTEUR
6-10 ans,ENDOUME,194,7ÈME ARRONDISSEMENT,1ER SECTEUR
11-17 ans,ENDOUME,268,7ÈME ARRONDISSEMENT,1ER SECTEUR
18-24 ans,ENDOUME,162,7ÈME ARRONDISSEMENT,1ER SECTEUR
25-39 ans,ENDOUME,788,7ÈME ARRONDISSEMENT,1ER SECTEUR
40-54 ans,ENDOUME,927,7ÈME ARRONDISSEMENT,1ER SECTEUR
55-64 ans,ENDOUME,639,7ÈME ARRONDISSEMENT,1ER SECTEUR
65-79 ans,ENDOUME,1095,7ÈME ARRONDISSEMENT,1ER SECTEUR
80 ans ou plus,ENDOUME,444,7ÈME ARRONDISSEMENT,1ER SECTEUR
0-2 ans,LES ÎLES,0,7ÈME ARRONDISSEMENT,1ER SECTEUR
3-5 ans,LES ÎLES,0,7ÈME ARRONDISSEMENT,1ER SECTEUR
6-10 ans,LES ÎLES,0,7ÈME ARRONDISSEMENT,1ER SECTEUR
11-17 ans,LES ÎLES,0,7ÈME ARRONDISSEMENT,1ER SECTEUR
18-24 ans,LES ÎLES,0,7ÈME ARRONDISSEMENT,1ER SECTEUR
25-39 ans,LES ÎLES,7,7ÈME ARRONDISSEMENT,1ER SECTEUR
40-54 ans,LES ÎLES,7,7ÈME ARRONDISSEMENT,1ER SECTEUR
55-64 ans,LES ÎLES,43,7ÈME ARRONDISSEMENT,1ER SECTEUR
65-79 ans,LES ÎLES,164,7ÈME ARRONDISSEMENT,1ER SECTEUR
80 ans ou plus,LES ÎLES,4,7ÈME ARRONDISSEMENT,1ER SECTEUR
0-2 ans,LE PHARO,177,7ÈME ARRONDISSEMENT,1ER SECTEUR
3-5 ans,LE PHARO,211,7ÈME ARRONDISSEMENT,1ER SECTEUR
6-10 ans,LE PHARO,333,7ÈME ARRONDISSEMENT,1ER SECTEUR
11-17 ans,LE PHARO,433,7ÈME ARRONDISSEMENT,1ER SECTEUR
18-24 ans,LE PHARO,396,7ÈME ARRONDISSEMENT,1ER SECTEUR
25-39 ans,LE PHARO,1172,7ÈME ARRONDISSEMENT,1ER SECTEUR
40-54 ans,LE PHARO,1203,7ÈME ARRONDISSEMENT,1ER SECTEUR
55-64 ans,LE PHARO,700,7ÈME ARRONDISSEMENT,1ER SECTEUR
65-79 ans,LE PHARO,1289,7ÈME ARRONDISSEMENT,1ER SECTEUR
80 ans ou plus,LE PHARO,613,7ÈME ARRONDISSEMENT,1ER SECTEUR
0-2 ans,LE ROUCAS BLANC,55,7ÈME ARRONDISSEMENT,1ER SECTEUR
3-5 ans,LE ROUCAS BLANC,75,7ÈME ARRONDISSEMENT,1ER SECTEUR
6-10 ans,LE ROUCAS BLANC,119,7ÈME ARRONDISSEMENT,1ER SECTEUR
11-17 ans,LE ROUCAS BLANC,211,7ÈME ARRONDISSEMENT,1ER SECTEUR
18-24 ans,LE ROUCAS BLANC,140,7ÈME ARRONDISSEMENT,1ER SECTEUR
25-39 ans,LE ROUCAS BLANC,541,7ÈME ARRONDISSEMENT,1ER SECTEUR
40-54 ans,LE ROUCAS BLANC,726,7ÈME ARRONDISSEMENT,1ER SECTEUR
55-64 ans,LE ROUCAS BLANC,550,7ÈME ARRONDISSEMENT,1ER SECTEUR
65-79 ans,LE ROUCAS BLANC,751,7ÈME ARRONDISSEMENT,1ER SECTEUR
80 ans ou plus,LE ROUCAS BLANC,308,7ÈME ARRONDISSEMENT,1ER SECTEUR
0-2 ans,SAINT LAMBERT,273,7ÈME ARRONDISSEMENT,1ER SECTEUR
3-5 ans,SAINT LAMBERT,250,7ÈME ARRONDISSEMENT,1ER SECTEUR
6-10 ans,SAINT LAMBERT,438,7ÈME ARRONDISSEMENT,1ER SECTEUR
11-17 ans,SAINT LAMBERT,522,7ÈME ARRONDISSEMENT,1ER SECTEUR
18-24 ans,SAINT LAMBERT,509,7ÈME ARRONDISSEMENT,1ER SECTEUR
25-39 ans,SAINT LAMBERT,2112,7ÈME ARRONDISSEMENT,1ER SECTEUR
40-54 ans,SAINT LAMBERT,1805,7ÈME ARRONDISSEMENT,1ER SECTEUR
55-64 ans,SAINT LAMBERT,1096,7ÈME ARRONDISSEMENT,1ER SECTEUR
65-79 ans,SAINT LAMBERT,1472,7ÈME ARRONDISSEMENT,1ER SECTEUR
80 ans ou plus,SAINT LAMBERT,684,7ÈME ARRONDISSEMENT,1ER SECTEUR
0-2 ans,SAINT VICTOR,169,7ÈME ARRONDISSEMENT,1ER SECTEUR
3-5 ans,SAINT VICTOR,113,7ÈME ARRONDISSEMENT,1ER SECTEUR
6-10 ans,SAINT VICTOR,215,7ÈME ARRONDISSEMENT,1ER SECTEUR
11-17 ans,SAINT VICTOR,306,7ÈME ARRONDISSEMENT,1ER SECTEUR
18-24 ans,SAINT VICTOR,407,7ÈME ARRONDISSEMENT,1ER SECTEUR
25-39 ans,SAINT VICTOR,1441,7ÈME ARRONDISSEMENT,1ER SECTEUR
40-54 ans,SAINT VICTOR,1365,7ÈME ARRONDISSEMENT,1ER SECTEUR
55-64 ans,SAINT VICTOR,786,7ÈME ARRONDISSEMENT,1ER SECTEUR
65-79 ans,SAINT VICTOR,1321,7ÈME ARRONDISSEMENT,1ER SECTEUR
80 ans ou plus,SAINT VICTOR,524,7ÈME ARRONDISSEMENT,1ER SECTEUR
0-2 ans,BONNEVEINE,152,8EME ARRONDISSEMENT,4EME SECTEUR
3-5 ans,BONNEVEINE,167,8EME ARRONDISSEMENT,4EME SECTEUR
6-10 ans,BONNEVEINE,259,8EME ARRONDISSEMENT,4EME SECTEUR
11-17 ans,BONNEVEINE,366,8EME ARRONDISSEMENT,4EME SECTEUR
18-24 ans,BONNEVEINE,280,8EME ARRONDISSEMENT,4EME SECTEUR
25-39 ans,BONNEVEINE,1055,8EME ARRONDISSEMENT,4EME SECTEUR
40-54 ans,BONNEVEINE,1080,8EME ARRONDISSEMENT,4EME SECTEUR
55-64 ans,BONNEVEINE,678,8EME ARRONDISSEMENT,4EME SECTEUR
65-79 ans,BONNEVEINE,1108,8EME ARRONDISSEMENT,4EME SECTEUR
80 ans ou plus,BONNEVEINE,527,8EME ARRONDISSEMENT,4EME SECTEUR
0-2 ans,LES GOUDES,5,8EME ARRONDISSEMENT,4EME SECTEUR
3-5 ans,LES GOUDES,28,8EME ARRONDISSEMENT,4EME SECTEUR
6-10 ans,LES GOUDES,9,8EME ARRONDISSEMENT,4EME SECTEUR
11-17 ans,LES GOUDES,28,8EME ARRONDISSEMENT,4EME SECTEUR
18-24 ans,LES GOUDES,22,8EME ARRONDISSEMENT,4EME SECTEUR
25-39 ans,LES GOUDES,70,8EME ARRONDISSEMENT,4EME SECTEUR
40-54 ans,LES GOUDES,101,8EME ARRONDISSEMENT,4EME SECTEUR
55-64 ans,LES GOUDES,77,8EME ARRONDISSEMENT,4EME SECTEUR
65-79 ans,LES GOUDES,174,8EME ARRONDISSEMENT,4EME SECTEUR
80 ans ou plus,LES GOUDES,84,8EME ARRONDISSEMENT,4EME SECTEUR
0-2 ans,MONTREDON,100,8EME ARRONDISSEMENT,4EME SECTEUR
3-5 ans,MONTREDON,131,8EME ARRONDISSEMENT,4EME SECTEUR
6-10 ans,MONTREDON,253,8EME ARRONDISSEMENT,4EME SECTEUR
11-17 ans,MONTREDON,424,8EME ARRONDISSEMENT,4EME SECTEUR
18-24 ans,MONTREDON,340,8EME ARRONDISSEMENT,4EME SECTEUR
25-39 ans,MONTREDON,730,8EME ARRONDISSEMENT,4EME SECTEUR
40-54 ans,MONTREDON,1050,8EME ARRONDISSEMENT,4EME SECTEUR
55-64 ans,MONTREDON,882,8EME ARRONDISSEMENT,4EME SECTEUR
65-79 ans,MONTREDON,1180,8EME ARRONDISSEMENT,4EME SECTEUR
80 ans ou plus,MONTREDON,344,8EME ARRONDISSEMENT,4EME SECTEUR
0-2 ans,PERIER,366,8EME ARRONDISSEMENT,4EME SECTEUR
3-5 ans,PERIER,427,8EME ARRONDISSEMENT,4EME SECTEUR
6-10 ans,PERIER,677,8EME ARRONDISSEMENT,4EME SECTEUR
11-17 ans,PERIER,1233,8EME ARRONDISSEMENT,4EME SECTEUR
18-24 ans,PERIER,975,8EME ARRONDISSEMENT,4EME SECTEUR
25-39 ans,PERIER,2164,8EME ARRONDISSEMENT,4EME SECTEUR
40-54 ans,PERIER,2592,8EME ARRONDISSEMENT,4EME SECTEUR
55-64 ans,PERIER,1597,8EME ARRONDISSEMENT,4EME SECTEUR
65-79 ans,PERIER,2145,8EME ARRONDISSEMENT,4EME SECTEUR
80 ans ou plus,PERIER,1213,8EME ARRONDISSEMENT,4EME SECTEUR
0-2 ans,LA PLAGE,39,8EME ARRONDISSEMENT,4EME SECTEUR
3-5 ans,LA PLAGE,47,8EME ARRONDISSEMENT,4EME SECTEUR
6-10 ans,LA PLAGE,68,8EME ARRONDISSEMENT,4EME SECTEUR
11-17 ans,LA PLAGE,100,8EME ARRONDISSEMENT,4EME SECTEUR
18-24 ans,LA PLAGE,186,8EME ARRONDISSEMENT,4EME SECTEUR
25-39 ans,LA PLAGE,352,8EME ARRONDISSEMENT,4EME SECTEUR
40-54 ans,LA PLAGE,581,8EME ARRONDISSEMENT,4EME SECTEUR
55-64 ans,LA PLAGE,462,8EME ARRONDISSEMENT,4EME SECTEUR
65-79 ans,LA PLAGE,554,8EME ARRONDISSEMENT,4EME SECTEUR
80 ans ou plus,LA PLAGE,274,8EME ARRONDISSEMENT,4EME SECTEUR
0-2 ans,LA POINTE ROUGE,231,8EME ARRONDISSEMENT,4EME SECTEUR
3-5 ans,LA POINTE ROUGE,238,8EME ARRONDISSEMENT,4EME SECTEUR
6-10 ans,LA POINTE ROUGE,447,8EME ARRONDISSEMENT,4EME SECTEUR
11-17 ans,LA POINTE ROUGE,709,8EME ARRONDISSEMENT,4EME SECTEUR
18-24 ans,LA POINTE ROUGE,531,8EME ARRONDISSEMENT,4EME SECTEUR
25-39 ans,LA POINTE ROUGE,1101,8EME ARRONDISSEMENT,4EME SECTEUR
40-54 ans,LA POINTE ROUGE,1680,8EME ARRONDISSEMENT,4EME SECTEUR
55-64 ans,LA POINTE ROUGE,1108,8EME ARRONDISSEMENT,4EME SECTEUR
65-79 ans,LA POINTE ROUGE,1821,8EME ARRONDISSEMENT,4EME SECTEUR
80 ans ou plus,LA POINTE ROUGE,848,8EME ARRONDISSEMENT,4EME SECTEUR
0-2 ans,LE ROUET,487,8EME ARRONDISSEMENT,4EME SECTEUR
3-5 ans,LE ROUET,448,8EME ARRONDISSEMENT,4EME SECTEUR
6-10 ans,LE ROUET,680,8EME ARRONDISSEMENT,4EME SECTEUR
11-17 ans,LE ROUET,794,8EME ARRONDISSEMENT,4EME SECTEUR
18-24 ans,LE ROUET,1243,8EME ARRONDISSEMENT,4EME SECTEUR
25-39 ans,LE ROUET,3103,8EME ARRONDISSEMENT,4EME SECTEUR
40-54 ans,LE ROUET,2498,8EME ARRONDISSEMENT,4EME SECTEUR
55-64 ans,LE ROUET,1470,8EME ARRONDISSEMENT,4EME SECTEUR
65-79 ans,LE ROUET,2057,8EME ARRONDISSEMENT,4EME SECTEUR
80 ans ou plus,LE ROUET,917,8EME ARRONDISSEMENT,4EME SECTEUR
0-2 ans,SAINT GINIEZ,460,8EME ARRONDISSEMENT,4EME SECTEUR
3-5 ans,SAINT GINIEZ,522,8EME ARRONDISSEMENT,4EME SECTEUR
6-10 ans,SAINT GINIEZ,832,8EME ARRONDISSEMENT,4EME SECTEUR
11-17 ans,SAINT GINIEZ,1035,8EME ARRONDISSEMENT,4EME SECTEUR
18-24 ans,SAINT GINIEZ,1170,8EME ARRONDISSEMENT,4EME SECTEUR
25-39 ans,SAINT GINIEZ,2525,8EME ARRONDISSEMENT,4EME SECTEUR
40-54 ans,SAINT GINIEZ,2771,8EME ARRONDISSEMENT,4EME SECTEUR
55-64 ans,SAINT GINIEZ,1711,8EME ARRONDISSEMENT,4EME SECTEUR
65-79 ans,SAINT GINIEZ,2725,8EME ARRONDISSEMENT,4EME SECTEUR
80 ans ou plus,SAINT GINIEZ,1529,8EME ARRONDISSEMENT,4EME SECTEUR
0-2 ans,SAINTE ANNE,258,8EME ARRONDISSEMENT,4EME SECTEUR
3-5 ans,SAINTE ANNE,235,8EME ARRONDISSEMENT,4EME SECTEUR
6-10 ans,SAINTE ANNE,522,8EME ARRONDISSEMENT,4EME SECTEUR
11-17 ans,SAINTE ANNE,605,8EME ARRONDISSEMENT,4EME SECTEUR
18-24 ans,SAINTE ANNE,548,8EME ARRONDISSEMENT,4EME SECTEUR
25-39 ans,SAINTE ANNE,1707,8EME ARRONDISSEMENT,4EME SECTEUR
40-54 ans,SAINTE ANNE,1820,8EME ARRONDISSEMENT,4EME SECTEUR
55-64 ans,SAINTE ANNE,1253,8EME ARRONDISSEMENT,4EME SECTEUR
65-79 ans,SAINTE ANNE,1959,8EME ARRONDISSEMENT,4EME SECTEUR
80 ans ou plus,SAINTE ANNE,1095,8EME ARRONDISSEMENT,4EME SECTEUR
0-2 ans,LA VIEILLE CHAPELLE,181,8EME ARRONDISSEMENT,4EME SECTEUR
3-5 ans,LA VIEILLE CHAPELLE,211,8EME ARRONDISSEMENT,4EME SECTEUR
6-10 ans,LA VIEILLE CHAPELLE,435,8EME ARRONDISSEMENT,4EME SECTEUR
11-17 ans,LA VIEILLE CHAPELLE,642,8EME ARRONDISSEMENT,4EME SECTEUR
18-24 ans,LA VIEILLE CHAPELLE,470,8EME ARRONDISSEMENT,4EME SECTEUR
25-39 ans,LA VIEILLE CHAPELLE,1275,8EME ARRONDISSEMENT,4EME SECTEUR
40-54 ans,LA VIEILLE CHAPELLE,1594,8EME ARRONDISSEMENT,4EME SECTEUR
55-64 ans,LA VIEILLE CHAPELLE,1018,8EME ARRONDISSEMENT,4EME SECTEUR
65-79 ans,LA VIEILLE CHAPELLE,1488,8EME ARRONDISSEMENT,4EME SECTEUR
80 ans ou plus,LA VIEILLE CHAPELLE,893,8EME ARRONDISSEMENT,4EME SECTEUR
0-2 ans,LES BAUMETTES,173,9ÈME ARRONDISSEMENT,5EME SECTEUR
3-5 ans,LES BAUMETTES,145,9ÈME ARRONDISSEMENT,5EME SECTEUR
6-10 ans,LES BAUMETTES,329,9ÈME ARRONDISSEMENT,5EME SECTEUR
11-17 ans,LES BAUMETTES,440,9ÈME ARRONDISSEMENT,5EME SECTEUR
18-24 ans,LES BAUMETTES,593,9ÈME ARRONDISSEMENT,5EME SECTEUR
25-39 ans,LES BAUMETTES,1458,9ÈME ARRONDISSEMENT,5EME SECTEUR
40-54 ans,LES BAUMETTES,1451,9ÈME ARRONDISSEMENT,5EME SECTEUR
55-64 ans,LES BAUMETTES,833,9ÈME ARRONDISSEMENT,5EME SECTEUR
65-79 ans,LES BAUMETTES,871,9ÈME ARRONDISSEMENT,5EME SECTEUR
80 ans ou plus,LES BAUMETTES,343,9ÈME ARRONDISSEMENT,5EME SECTEUR
0-2 ans,LE CABOT,302,9ÈME ARRONDISSEMENT,5EME SECTEUR
3-5 ans,LE CABOT,321,9ÈME ARRONDISSEMENT,5EME SECTEUR
6-10 ans,LE CABOT,529,9ÈME ARRONDISSEMENT,5EME SECTEUR
11-17 ans,LE CABOT,826,9ÈME ARRONDISSEMENT,5EME SECTEUR
18-24 ans,LE CABOT,678,9ÈME ARRONDISSEMENT,5EME SECTEUR
25-39 ans,LE CABOT,1695,9ÈME ARRONDISSEMENT,5EME SECTEUR
40-54 ans,LE CABOT,2059,9ÈME ARRONDISSEMENT,5EME SECTEUR
55-64 ans,LE CABOT,1325,9ÈME ARRONDISSEMENT,5EME SECTEUR
65-79 ans,LE CABOT,2339,9ÈME ARRONDISSEMENT,5EME SECTEUR
80 ans ou plus,LE CABOT,1312,9ÈME ARRONDISSEMENT,5EME SECTEUR
0-2 ans,CARPIAGNE,0,9ÈME ARRONDISSEMENT,5EME SECTEUR
3-5 ans,CARPIAGNE,0,9ÈME ARRONDISSEMENT,5EME SECTEUR
6-10 ans,CARPIAGNE,0,9ÈME ARRONDISSEMENT,5EME SECTEUR
11-17 ans,CARPIAGNE,0,9ÈME ARRONDISSEMENT,5EME SECTEUR
18-24 ans,CARPIAGNE,88,9ÈME ARRONDISSEMENT,5EME SECTEUR
25-39 ans,CARPIAGNE,353,9ÈME ARRONDISSEMENT,5EME SECTEUR
40-54 ans,CARPIAGNE,74,9ÈME ARRONDISSEMENT,5EME SECTEUR
55-64 ans,CARPIAGNE,9,9ÈME ARRONDISSEMENT,5EME SECTEUR
65-79 ans,CARPIAGNE,0,9ÈME ARRONDISSEMENT,5EME SECTEUR
80 ans ou plus,CARPIAGNE,0,9ÈME ARRONDISSEMENT,5EME SECTEUR
0-2 ans,MAZARGUES,452,9ÈME ARRONDISSEMENT,5EME SECTEUR
3-5 ans,MAZARGUES,348,9ÈME ARRONDISSEMENT,5EME SECTEUR
6-10 ans,MAZARGUES,890,9ÈME ARRONDISSEMENT,5EME SECTEUR
11-17 ans,MAZARGUES,1304,9ÈME ARRONDISSEMENT,5EME SECTEUR
18-24 ans,MAZARGUES,1392,9ÈME ARRONDISSEMENT,5EME SECTEUR
25-39 ans,MAZARGUES,2737,9ÈME ARRONDISSEMENT,5EME SECTEUR
40-54 ans,MAZARGUES,3406,9ÈME ARRONDISSEMENT,5EME SECTEUR
55-64 ans,MAZARGUES,2446,9ÈME ARRONDISSEMENT,5EME SECTEUR
65-79 ans,MAZARGUES,3200,9ÈME ARRONDISSEMENT,5EME SECTEUR
80 ans ou plus,MAZARGUES,1434,9ÈME ARRONDISSEMENT,5EME SECTEUR
0-2 ans,LA PANOUSE,103,9ÈME ARRONDISSEMENT,5EME SECTEUR
3-5 ans,LA PANOUSE,134,9ÈME ARRONDISSEMENT,5EME SECTEUR
6-10 ans,LA PANOUSE,362,9ÈME ARRONDISSEMENT,5EME SECTEUR
11-17 ans,LA PANOUSE,428,9ÈME ARRONDISSEMENT,5EME SECTEUR
18-24 ans,LA PANOUSE,420,9ÈME ARRONDISSEMENT,5EME SECTEUR
25-39 ans,LA PANOUSE,784,9ÈME ARRONDISSEMENT,5EME SECTEUR
40-54 ans,LA PANOUSE,1101,9ÈME ARRONDISSEMENT,5EME SECTEUR
55-64 ans,LA PANOUSE,774,9ÈME ARRONDISSEMENT,5EME SECTEUR
65-79 ans,LA PANOUSE,1004,9ÈME ARRONDISSEMENT,5EME SECTEUR
80 ans ou plus,LA PANOUSE,517,9ÈME ARRONDISSEMENT,5EME SECTEUR
0-2 ans,LE REDON,70,9ÈME ARRONDISSEMENT,5EME SECTEUR
3-5 ans,LE REDON,129,9ÈME ARRONDISSEMENT,5EME SECTEUR
6-10 ans,LE REDON,205,9ÈME ARRONDISSEMENT,5EME SECTEUR
11-17 ans,LE REDON,312,9ÈME ARRONDISSEMENT,5EME SECTEUR
18-24 ans,LE REDON,2186,9ÈME ARRONDISSEMENT,5EME SECTEUR
25-39 ans,LE REDON,852,9ÈME ARRONDISSEMENT,5EME SECTEUR
40-54 ans,LE REDON,764,9ÈME ARRONDISSEMENT,5EME SECTEUR
55-64 ans,LE REDON,495,9ÈME ARRONDISSEMENT,5EME SECTEUR
65-79 ans,LE REDON,597,9ÈME ARRONDISSEMENT,5EME SECTEUR
80 ans ou plus,LE REDON,157,9ÈME ARRONDISSEMENT,5EME SECTEUR
0-2 ans,SORMIOU,216,9ÈME ARRONDISSEMENT,5EME SECTEUR
3-5 ans,SORMIOU,251,9ÈME ARRONDISSEMENT,5EME SECTEUR
6-10 ans,SORMIOU,376,9ÈME ARRONDISSEMENT,5EME SECTEUR
11-17 ans,SORMIOU,576,9ÈME ARRONDISSEMENT,5EME SECTEUR
18-24 ans,SORMIOU,558,9ÈME ARRONDISSEMENT,5EME SECTEUR
25-39 ans,SORMIOU,1764,9ÈME ARRONDISSEMENT,5EME SECTEUR
40-54 ans,SORMIOU,1366,9ÈME ARRONDISSEMENT,5EME SECTEUR
55-64 ans,SORMIOU,1090,9ÈME ARRONDISSEMENT,5EME SECTEUR
65-79 ans,SORMIOU,1228,9ÈME ARRONDISSEMENT,5EME SECTEUR
80 ans ou plus,SORMIOU,647,9ÈME ARRONDISSEMENT,5EME SECTEUR
0-2 ans,STE MARGUERITE,681,9ÈME ARRONDISSEMENT,5EME SECTEUR
3-5 ans,STE MARGUERITE,754,9ÈME ARRONDISSEMENT,5EME SECTEUR
6-10 ans,STE MARGUERITE,1346,9ÈME ARRONDISSEMENT,5EME SECTEUR
11-17 ans,STE MARGUERITE,1888,9ÈME ARRONDISSEMENT,5EME SECTEUR
18-24 ans,STE MARGUERITE,1919,9ÈME ARRONDISSEMENT,5EME SECTEUR
25-39 ans,STE MARGUERITE,4103,9ÈME ARRONDISSEMENT,5EME SECTEUR
40-54 ans,STE MARGUERITE,3788,9ÈME ARRONDISSEMENT,5EME SECTEUR
55-64 ans,STE MARGUERITE,2220,9ÈME ARRONDISSEMENT,5EME SECTEUR
65-79 ans,STE MARGUERITE,2782,9ÈME ARRONDISSEMENT,5EME SECTEUR
80 ans ou plus,STE MARGUERITE,1498,9ÈME ARRONDISSEMENT,5EME SECTEUR
0-2 ans,VAUFRÈGES,7,9ÈME ARRONDISSEMENT,5EME SECTEUR
3-5 ans,VAUFRÈGES,5,9ÈME ARRONDISSEMENT,5EME SECTEUR
6-10 ans,VAUFRÈGES,19,9ÈME ARRONDISSEMENT,5EME SECTEUR
11-17 ans,VAUFRÈGES,67,9ÈME ARRONDISSEMENT,5EME SECTEUR
18-24 ans,VAUFRÈGES,87,9ÈME ARRONDISSEMENT,5EME SECTEUR
25-39 ans,VAUFRÈGES,73,9ÈME ARRONDISSEMENT,5EME SECTEUR
40-54 ans,VAUFRÈGES,118,9ÈME ARRONDISSEMENT,5EME SECTEUR
55-64 ans,VAUFRÈGES,92,9ÈME ARRONDISSEMENT,5EME SECTEUR
65-79 ans,VAUFRÈGES,133,9ÈME ARRONDISSEMENT,5EME SECTEUR
80 ans ou plus,VAUFRÈGES,32,9ÈME ARRONDISSEMENT,5EME SECTEUR
